Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
madu,1,0,3,2.912,0.669,1,0,16
madu,1,0,2,1.327,0.53,1,0,17
madu,1,0,4,0.956,0.778,1,0,18
madu,0,1,4,1.328,0.395,2,0,19
madu,0,0,4,0.905,0.328,2,1,20
madu,0,0,4,0.839,0.734,2,1,21
madu,0,0,4,0.98,0.823,2,1,22
madu,0,0,4,0.913,0.561,2,1,23
madu,0,0,4,0.909,0.95,2,1,24
madu,0,0,3,0.912,0.388,2,1,25
madu,0,0,4,0.89,1.374,2,1,26
madu,0,0,4,0.881,0.782,2,1,27
madu,0,0,2,0.901,0.817,1,1,28
madu,0,0,2,1.414,1.287,1,1,29
madu,0,0,2,1.988,0.575,1,1,30
madu,0,0,2,1.04,0.327,1,1,31
madu,0,0,2,0.79,0.543,1,1,32
madu,0,0,3,1.012,1.105,1,1,33
madu,0,0,4,1.302,1.032,1,1,34
madu,0,0,4,0.829,0.419,1,1,35
madu,0,0,3,0.907,0.574,1,1,36
mg1504,1,0,3,1.189,2.495,2,0,1
mg1504,1,1,3,1.151,0.999,2,1,2
mg1504,1,1,3,1.201,0.832,2,1,3
mg1504,1,1,2,1.181,1.786,2,1,4
mg1504,1,1,3,0.955,0.445,2,1,5
mg1504,1,0,3,1.781,1.803,2,0,6
mg1504,1,1,2,1.227,0.875,2,1,7
mg1504,1,0,2,1.054,0.827,2,0,8
mg1504,1,0,2,1.1,1.258,2,0,9
mg1504,1,0,2,1.578,1.171,1,0,10
mg1504,1,1,3,1.209,0.849,1,1,11
mg1504,1,0,2,1.467,1.691,1,0,12
mg1504,1,0,2,1.04,0.759,1,0,13
mg1504,1,0,2,1.111,0.436,1,0,14
mg1504,1,1,2,1.634,0.643,1,1,15
mg1504,1,0,3,0.994,2.256,1,0,16
mg1504,1,1,3,1.123,0.394,1,1,17
mg1504,1,1,2,2.017,1.267,1,1,18
mg1504,0,0,3,1.344,0.622,2,1,19
mg1504,0,0,3,0.963,0.755,2,1,20
mg1504,0,0,3,1.026,1.625,2,1,21
mg1504,0,0,3,1.008,1.493,2,1,22
mg1504,0,0,3,1.122,0.912,2,1,23
mg1504,0,0,3,1.076,0.78,2,1,24
mg1504,0,0,2,1.274,1.761,2,1,25
mg1504,0,0,3,1.316,1.717,2,1,26
mg1504,0,0,3,1.036,0.897,2,1,27
mg1504,0,1,2,2.244,0.823,1,0,28
mg1504,0,0,2,1.07,0.997,1,1,29
mg1504,0,0,2,1.096,1.761,1,1,30
mg1504,0,0,2,0.994,0.999,1,1,31
mg1504,0,0,2,1.954,1.78,1,1,32
mg1504,0,0,2,1.288,1.75,1,1,33
mg1504,0,0,3,0.944,2.492,1,1,34
mg1504,0,0,2,1.088,1.562,1,1,35
mg1504,0,0,2,0.935,1.182,1,1,36
mg1504,1,0,3,1.071,1.08,2,0,1
mg1504,1,0,3,0.885,1.188,2,0,2
mg1504,1,1,3,1.151,1.26,2,1,3
mg1504,1,1,2,1.016,1.183,2,1,4
mg1504,1,1,2,1.188,1.644,2,1,5
mg1504,1,0,2,1.193,0.655,2,0,6
mg1504,1,0,3,1.011,1.887,2,0,7
mg1504,1,0,3,1.882,0.017,2,0,8
mg1504,1,0,3,1.132,0.668,2,0,9
mg1504,1,1,NaN,1.776,NaN,1,1,10
mg1504,1,1,3,1.752,0.581,1,1,11
mg1504,1,1,2,1.26,1.463,1,1,12
mg1504,1,1,3,0.81,1.691,1,1,13
mg1504,1,1,2,1.301,0.781,1,1,14
mg1504,1,0,2,0.906,1.624,1,0,15
mg1504,1,0,3,0.949,1.468,1,0,16
mg1504,1,1,3,1.152,0.138,1,1,17
mg1504,1,0,3,0.965,1.032,1,0,18
mg1504,0,1,3,1.903,0.897,2,0,19
mg1504,0,0,NaN,1.171,NaN,2,1,20
mg1504,0,0,2,1.075,0.915,2,1,21
mg1504,0,0,3,2.01,0.597,2,1,22
mg1504,0,0,3,0.88,1.37,2,1,23
mg1504,0,0,2,0.979,0.737,2,1,24
mg1504,0,0,3,0.996,1.637,2,1,25
mg1504,0,0,2,1.289,0.578,2,1,26
mg1504,0,0,2,1.009,1.168,2,1,27
mg1504,0,0,3,0.918,0.899,1,1,28
mg1504,0,0,3,1.002,1.505,1,1,29
mg1504,0,0,2,1.1,0.456,1,1,30
mg1504,0,0,3,0.929,1.289,1,1,31
mg1504,0,0,2,1.419,2.544,1,1,32
mg1504,0,0,2,0.958,0.759,1,1,33
mg1504,0,0,2,1.51,0.825,1,1,34
mg1504,0,0,2,1.792,1.514,1,1,35
mg1504,0,0,2,1.023,0.91,1,1,36
mg1504,1,1,4,1.249,0.351,2,1,1
mg1504,1,1,4,1.476,0.508,2,1,2
mg1504,1,1,3,1.08,1.989,2,1,3
mg1504,1,0,4,0.944,1.023,2,0,4
mg1504,1,0,4,1.605,0.69,2,0,5
mg1504,1,0,3,1.362,0.805,2,0,6
mg1504,1,1,3,1.226,0.738,2,1,7
mg1504,1,1,3,1.495,0.489,2,1,8
mg1504,1,0,3,1.104,1.297,2,0,9
mg1504,1,1,3,1.155,1.712,1,1,10
mg1504,1,0,2,1.108,1.308,1,0,11
mg1504,1,1,4,0.947,0.737,1,1,12
mg1504,1,0,3,1.864,1.589,1,0,13
mg1504,1,1,4,1.118,0.716,1,1,14
mg1504,1,1,4,1.135,0.295,1,1,15
mg1504,1,0,3,1.391,0.443,1,0,16
mg1504,1,0,2,1.489,0.869,1,0,17
mg1504,1,0,3,0.973,1.091,1,0,18
mg1504,0,0,4,0.922,0.984,2,1,19
mg1504,0,0,4,1.015,1.502,2,1,20
mg1504,0,0,3,0.985,0.799,2,1,21
mg1504,0,0,4,0.939,1.077,2,1,22
mg1504,0,0,4,0.906,0.728,2,1,23
mg1504,0,0,4,0.968,1.332,2,1,24
mg1504,0,0,4,1.061,0.771,2,1,25
mg1504,0,0,3,1.036,0.398,2,1,26
mg1504,0,1,3,1.117,0.827,2,0,27
mg1504,0,1,2,1.274,1.059,1,0,28
mg1504,0,0,2,0.967,0.782,1,1,29
mg1504,0,0,4,1.232,1.168,1,1,30
mg1504,0,0,2,0.902,0.898,1,1,31
mg1504,0,0,4,0.957,0.528,1,1,32
mg1504,0,0,4,0.986,0.804,1,1,33
mg1504,0,0,3,0.957,0.955,1,1,34
mg1504,0,0,3,1.023,0.794,1,1,35
mg1504,0,0,2,0.97,1.624,1,1,36
mk0309,1,1,2,0.959,0.922,2,1,1
mk0309,1,1,3,1.335,2.082,2,1,2
mk0309,1,0,3,1.099,1.169,2,0,3
mk0309,1,1,3,1.544,0.597,2,1,4
mk0309,1,1,2,1.828,1.826,2,1,5
mk0309,1,0,2,1.635,1.099,2,0,6
mk0309,1,1,3,1.088,0.56,2,1,7
mk0309,1,0,3,1.415,0.418,2,0,8
mk0309,1,1,3,0.999,0.323,2,1,9
mk0309,1,1,2,1.228,0.605,1,1,10
mk0309,1,0,2,1.276,0.749,1,0,11
mk0309,1,0,1,1.064,1.343,1,0,12
mk0309,1,1,2,1.767,1.921,1,1,13
mk0309,1,0,2,1.3,1.032,1,0,14
mk0309,1,1,2,1.245,2.707,1,1,15
mk0309,1,1,2,1.666,0.701,1,1,16
mk0309,1,0,2,1.362,0.94,1,0,17
mk0309,1,0,2,1.001,0.716,1,0,18
mk0309,0,0,2,0.897,0.237,2,1,19
mk0309,0,0,3,1.345,1.138,2,1,20
mk0309,0,0,3,0.839,0.26,2,1,21
mk0309,0,0,3,1.425,0.158,2,1,22
mk0309,0,0,2,1.163,0.669,2,1,23
mk0309,0,NaN,3,NaN,0.351,2,0,24
mk0309,0,0,3,0.859,0.191,2,1,25
mk0309,0,0,3,1.13,0.577,2,1,26
mk0309,0,0,3,1.092,0.557,2,1,27
mk0309,0,0,2,0.902,0.465,1,1,28
mk0309,0,0,2,0.994,0.637,1,1,29
mk0309,0,0,2,1.025,1.007,1,1,30
mk0309,0,0,2,1.017,1.167,1,1,31
mk0309,0,0,2,0.998,0.731,1,1,32
mk0309,0,0,2,0.923,0.51,1,1,33
mk0309,0,0,3,1.278,1.022,1,1,34
mk0309,0,0,2,0.99,0.778,1,1,35
mk0309,0,0,2,1.137,1.878,1,1,36
mk0309,1,0,2,1.083,0.717,2,0,1
mk0309,1,1,3,1.019,1.055,2,1,2
mk0309,1,1,3,0.882,0.515,2,1,3
mk0309,1,1,2,1.282,0.891,2,1,4
mk0309,1,0,3,2.479,0.07,2,0,5
mk0309,1,0,2,0.969,0.577,2,0,6
mk0309,1,0,2,1.176,0.508,2,0,7
mk0309,1,1,2,1.011,0.456,2,1,8
mk0309,1,1,3,1.145,0.073,2,1,9
mk0309,1,1,2,0.968,0.898,1,1,10
mk0309,1,0,2,1.039,0.617,1,0,11
mk0309,1,1,3,1.066,0.518,1,1,12
mk0309,1,1,2,1.234,0.599,1,1,13
mk0309,1,1,2,1.014,0.117,1,1,14
mk0309,1,1,2,0.93,0.771,1,1,15
mk0309,1,1,3,0.931,0.486,1,1,16
mk0309,1,0,2,1.309,0.74,1,0,17
mk0309,1,1,3,0.836,0.28,1,1,18
mk0309,0,1,3,2.586,0.231,2,0,19
mk0309,0,0,3,0.953,0.964,2,1,20
mk0309,0,0,3,1.05,0.531,2,1,21
mk0309,0,0,3,1.469,0.389,2,1,22
mk0309,0,1,2,1.696,0.754,2,0,23
mk0309,0,1,3,1.004,0.396,2,0,24
mk0309,0,0,2,1.024,0.825,2,1,25
mk0309,0,1,2,1.077,0.713,2,0,26
mk0309,0,0,3,0.897,0.577,2,1,27
mk0309,0,0,2,1.041,1.193,1,1,28
mk0309,0,0,2,1.393,2.074,1,1,29
mk0309,0,0,2,1.073,0.14,1,1,30
mk0309,0,0,1,1.187,1.544,1,1,31
mk0309,0,0,2,1.23,0.271,1,1,32
mk0309,0,0,2,1.09,1.927,1,1,33
mk0309,0,0,3,0.918,0.437,1,1,34
mk0309,0,0,2,1.015,0.184,1,1,35
mk0309,0,1,2,0.952,1.264,1,0,36
mk0309,1,1,2,1.638,2.259,2,1,1
mk0309,1,1,2,1.116,1.401,2,1,2
mk0309,1,1,3,0.809,0.508,2,1,3
mk0309,1,1,3,1.323,0.478,2,1,4
mk0309,1,1,3,1.246,0.221,2,1,5
mk0309,1,0,3,1.314,0.234,2,0,6
mk0309,1,1,3,0.879,0.143,2,1,7
mk0309,1,1,3,0.967,0.826,2,1,8
mk0309,1,1,3,1.01,0.405,2,1,9
mk0309,1,1,2,0.913,0.636,1,1,10
mk0309,1,0,2,1.035,1.056,1,0,11
mk0309,1,1,2,0.814,0.799,1,1,12
mk0309,1,1,2,1.074,0.509,1,1,13
mk0309,1,1,3,0.818,0.232,1,1,14
mk0309,1,1,3,1.1,0.967,1,1,15
mk0309,1,0,2,1.156,0.294,1,0,16
mk0309,1,0,3,1.425,0.475,1,0,17
mk0309,1,0,3,1.184,0.533,1,0,18
mk0309,0,1,3,0.856,0.51,2,0,19
mk0309,0,0,3,0.83,0.459,2,1,20
mk0309,0,0,3,0.925,0.392,2,1,21
mk0309,0,1,3,2.15,0.071,2,0,22
mk0309,0,0,3,0.925,0.595,2,1,23
mk0309,0,0,3,0.945,0.421,2,1,24
mk0309,0,0,3,0.785,0.459,2,1,25
mk0309,0,1,4,1.391,1.213,2,0,26
mk0309,0,0,3,0.942,0.692,2,1,27
mk0309,0,0,3,0.887,0.515,1,1,28
mk0309,0,1,2,1.041,0.442,1,0,29
mk0309,0,0,2,1.056,0.825,1,1,30
mk0309,0,0,2,0.85,0.166,1,1,31
mk0309,0,0,2,0.925,0.23,1,1,32
mk0309,0,1,3,1.404,0.579,1,0,33
mk0309,0,1,3,1.02,0.329,1,0,34
mk0309,0,0,3,1.008,0.542,1,1,35
mk0309,0,0,3,0.901,0.649,1,1,36
NG,1,0,4,1.813,1.043,2,0,1
NG,1,1,2,1.211,1.669,2,1,2
NG,1,1,4,1.011,0.575,2,1,3
NG,1,1,4,1.15,1.39,2,1,4
NG,1,1,4,1.23,1.607,2,1,5
NG,1,1,4,1.25,0.44,2,1,6
NG,1,0,4,1.494,1.779,2,0,7
NG,1,1,4,1.417,0.368,2,1,8
NG,1,1,4,1.267,0.906,2,1,9
NG,1,1,4,0.863,0.391,1,1,10
NG,1,1,3,1.477,0.884,1,1,11
NG,1,1,2,1.447,1.776,1,1,12
NG,1,0,2,0.956,1.876,1,0,13
NG,1,1,4,1.067,0.455,1,1,14
NG,1,1,2,2.079,1.451,1,1,15
NG,1,1,2,1.064,0.904,1,1,16
NG,1,1,3,1.384,1.65,1,1,17
NG,1,1,3,2.014,0.389,1,1,18
NG,0,0,4,0.9,0.418,2,1,19
NG,0,0,4,1,0.342,2,1,20
NG,0,0,4,1.084,0.647,2,1,21
NG,0,0,4,1.881,0.675,2,1,22
NG,0,0,4,1.017,0.383,2,1,23
NG,0,0,4,1.244,0.388,2,1,24
NG,0,0,4,1.181,0.645,2,1,25
NG,0,0,4,1.1,0.581,2,1,26
NG,0,0,4,1.101,0.391,2,1,27
NG,0,0,3,1.227,1.752,1,1,28
NG,0,0,4,0.977,1.528,1,1,29
NG,0,0,3,0.98,0.559,1,1,30
NG,0,0,3,0.934,1.625,1,1,31
NG,0,0,4,1.234,0.765,1,1,32
NG,0,0,4,2.151,1.538,1,1,33
NG,0,0,4,0.95,1.11,1,1,34
NG,0,1,3,1.857,2.19,1,0,35
NG,0,0,2,1.311,1.006,1,1,36
NG,1,0,4,1.697,0.643,2,0,1
NG,1,0,4,2.214,0.329,2,0,2
NG,1,1,4,1.061,0.758,2,1,3
NG,1,1,4,2.614,0.839,2,1,4
NG,1,0,4,1.684,0.509,2,0,5
NG,1,0,4,1.151,0.385,2,0,6
NG,1,0,4,2.45,0.996,2,0,7
NG,1,1,3,1.207,1.045,2,1,8
NG,1,0,4,2.131,0.976,2,0,9
NG,1,1,3,1.314,0.533,1,1,10
NG,1,1,4,0.914,0.582,1,1,11
NG,1,1,3,1.551,1.461,1,1,12
NG,1,1,3,1.85,1.485,1,1,13
NG,1,1,3,0.997,0.97,1,1,14
NG,1,0,3,1.827,0.736,1,0,15
NG,1,1,4,1.084,0.692,1,1,16
NG,1,0,3,1,1.137,1,0,17
NG,1,1,4,1.28,1.229,1,1,18
NG,0,0,4,2.727,0.339,2,1,19
NG,0,0,4,1.012,0.672,2,1,20
NG,0,0,4,1.063,1.323,2,1,21
NG,0,0,4,1.05,0.597,2,1,22
NG,0,0,4,1.14,0.341,2,1,23
NG,0,0,3,1.467,2.022,2,1,24
NG,0,0,3,1.428,1.168,2,1,25
NG,0,0,3,0.967,1.184,2,1,26
NG,0,0,4,1.607,1.249,2,1,27
NG,0,0,3,2.279,0.926,1,1,28
NG,0,0,4,1.05,0.416,1,1,29
NG,0,0,3,2.21,1.294,1,1,30
NG,0,0,3,2.864,1.951,1,1,31
NG,0,0,3,1.134,1.861,1,1,32
NG,0,0,3,1.28,1.262,1,1,33
NG,0,0,4,1.034,1.225,1,1,34
NG,0,0,3,1.117,1.647,1,1,35
NG,0,0,4,1.196,0.506,1,1,36
NG,1,1,4,2.298,0.277,2,1,1
NG,1,1,4,1.75,0.316,2,1,2
NG,1,1,4,0.975,0.341,2,1,3
NG,1,1,4,1.317,0.347,2,1,4
NG,1,1,4,1.806,0.536,2,1,5
NG,1,0,4,1.334,0.322,2,0,6
NG,1,0,4,1.811,1.084,2,0,7
NG,1,1,3,1.364,0.932,2,1,8
NG,1,0,4,1.24,0.338,2,0,9
NG,1,1,3,1.25,1.391,1,1,10
NG,1,1,3,2.714,2.025,1,1,11
NG,1,1,3,1.317,0.414,1,1,12
NG,1,1,4,1.198,0.698,1,1,13
NG,1,1,4,2,0.439,1,1,14
NG,1,0,2,1.217,0.34,1,0,15
NG,1,1,3,1.667,1.019,1,1,16
NG,1,1,3,2.167,0.485,1,1,17
NG,1,0,3,1.614,0.861,1,0,18
NG,0,0,4,1.377,0.359,2,1,19
NG,0,0,4,1.034,0.394,2,1,20
NG,0,0,4,1.077,1.661,2,1,21
NG,0,0,4,1.041,0.372,2,1,22
NG,0,0,4,1.034,0.34,2,1,23
NG,0,0,4,1.15,0.952,2,1,24
NG,0,0,4,0.961,0.633,2,1,25
NG,0,0,4,0.964,0.581,2,1,26
NG,0,0,4,1.118,0.669,2,1,27
NG,0,0,NaN,2.194,NaN,1,1,28
NG,0,0,4,1.434,0.488,1,1,29
NG,0,0,3,1.101,0.67,1,1,30
NG,0,0,4,0.834,0.832,1,1,31
NG,0,0,4,2.58,0.391,1,1,32
NG,0,1,2,2.131,0.929,1,0,33
NG,0,0,4,0.991,0.706,1,1,34
NG,0,0,3,1.151,2.072,1,1,35
NG,0,0,3,1.084,1.275,1,1,36
snowboardzistka,1,0,4,1.75,0.333,2,0,1
snowboardzistka,1,1,4,0.967,2.434,2,1,2
snowboardzistka,1,1,4,1.018,0.617,2,1,3
snowboardzistka,1,1,4,0.717,0.1,2,1,4
snowboardzistka,1,1,4,1.067,0.584,2,1,5
snowboardzistka,1,1,3,1.017,1.691,2,1,6
snowboardzistka,1,1,4,1.151,0.5,2,1,7
snowboardzistka,1,1,4,1.05,0.584,2,1,8
snowboardzistka,1,1,4,1.001,1.467,2,1,9
snowboardzistka,1,1,4,0.968,0.85,1,1,10
snowboardzistka,1,1,3,1.1,0.384,1,1,11
snowboardzistka,1,1,4,1.001,0.5,1,1,12
snowboardzistka,1,0,3,1.268,0.967,1,0,13
snowboardzistka,1,1,4,0.95,0.4,1,1,14
snowboardzistka,1,1,4,1.05,0.884,1,1,15
snowboardzistka,1,0,3,1.834,1.367,1,0,16
snowboardzistka,1,NaN,4,NaN,1.06,1,0,17
snowboardzistka,1,1,3,1.034,0.984,1,1,18
snowboardzistka,0,0,4,1.134,0.417,2,1,19
snowboardzistka,0,0,3,1.507,1.765,2,1,20
snowboardzistka,0,0,4,0.884,0.617,2,1,21
snowboardzistka,0,0,4,1.951,0.05,2,1,22
snowboardzistka,0,0,4,1.025,1.419,2,1,23
snowboardzistka,0,0,3,1.1,1.567,2,1,24
snowboardzistka,0,0,4,0.901,0.3,2,1,25
snowboardzistka,0,0,4,0.984,0.317,2,1,26
snowboardzistka,0,0,3,1.501,1.45,2,1,27
snowboardzistka,0,0,4,0.934,0.134,1,1,28
snowboardzistka,0,0,4,1.25,0.834,1,1,29
snowboardzistka,0,0,4,0.934,0,1,1,30
snowboardzistka,0,0,4,1.149,0.55,1,1,31
snowboardzistka,0,0,3,1.235,0.484,1,1,32
snowboardzistka,0,0,3,2.285,0.917,1,1,33
snowboardzistka,0,0,4,0.95,0.583,1,1,34
snowboardzistka,0,0,4,1.217,1.241,1,1,35
snowboardzistka,0,1,4,1.201,0.417,1,0,36
snowboardzistka,1,1,4,0.934,0.45,2,1,1
snowboardzistka,1,1,4,0.884,0.85,2,1,2
snowboardzistka,1,0,3,1.568,0.7,2,0,3
snowboardzistka,1,1,4,1.017,0.367,2,1,4
snowboardzistka,1,1,3,0.905,0.551,2,1,5
snowboardzistka,1,1,4,1.001,0.4,2,1,6
snowboardzistka,1,1,4,1.001,0.434,2,1,7
snowboardzistka,1,1,3,1.517,0.6,2,1,8
snowboardzistka,1,0,3,1.051,0.35,2,0,9
snowboardzistka,1,1,4,0.951,0.75,1,1,10
snowboardzistka,1,1,4,1.184,0.334,1,1,11
snowboardzistka,1,1,3,1.784,1.206,1,1,12
snowboardzistka,1,1,4,1.057,0.866,1,1,13
snowboardzistka,1,1,4,0.968,0.484,1,1,14
snowboardzistka,1,1,3,1.868,0.684,1,1,15
snowboardzistka,1,1,4,0.901,0.867,1,1,16
snowboardzistka,1,1,4,1.05,1.628,1,1,17
snowboardzistka,1,1,3,1.101,0.234,1,1,18
snowboardzistka,0,0,3,1.884,0.7,2,1,19
snowboardzistka,0,0,3,1.134,0.867,2,1,20
snowboardzistka,0,0,3,2.517,0.167,2,1,21
snowboardzistka,0,0,3,1.134,0.334,2,1,22
snowboardzistka,0,0,4,1.168,0.65,2,1,23
snowboardzistka,0,0,3,1.35,1.646,2,1,24
snowboardzistka,0,0,3,1.051,0.867,2,1,25
snowboardzistka,0,NaN,4,NaN,1.584,2,0,26
snowboardzistka,0,0,3,0.884,0.35,2,1,27
snowboardzistka,0,0,4,1.067,0.317,1,1,28
snowboardzistka,0,0,4,1.201,0.167,1,1,29
snowboardzistka,0,0,4,1.085,0.634,1,1,30
snowboardzistka,0,1,4,1.034,0.584,1,0,31
snowboardzistka,0,0,3,1,0.467,1,1,32
snowboardzistka,0,0,4,1.301,0.65,1,1,33
snowboardzistka,0,0,4,1.417,0.283,1,1,34
snowboardzistka,0,0,4,1.634,0.434,1,1,35
snowboardzistka,0,0,4,1.751,0.2,1,1,36
snowboardzistka,1,1,3,1.534,1.134,2,1,1
snowboardzistka,1,1,4,1.885,0.733,2,1,2
snowboardzistka,1,1,4,1.217,0.434,2,1,3
snowboardzistka,1,1,3,1,0.7,2,1,4
snowboardzistka,1,0,4,1.351,0.4,2,0,5
snowboardzistka,1,1,3,1.017,0.284,2,1,6
snowboardzistka,1,1,4,1.484,0.4,2,1,7
snowboardzistka,1,1,4,0.923,1.034,2,1,8
snowboardzistka,1,1,4,1.101,0.55,2,1,9
snowboardzistka,1,0,4,1.884,1.377,1,0,10
snowboardzistka,1,1,4,1.084,0.384,1,1,11
snowboardzistka,1,1,4,1.167,0.517,1,1,12
snowboardzistka,1,1,3,0.984,1.034,1,1,13
snowboardzistka,1,1,4,1.15,0.4,1,1,14
snowboardzistka,1,1,4,1.018,0.434,1,1,15
snowboardzistka,1,1,4,1.134,0.4,1,1,16
snowboardzistka,1,1,4,1.518,0.667,1,1,17
snowboardzistka,1,1,4,1.268,0.934,1,1,18
snowboardzistka,0,0,3,1.118,0.334,2,1,19
snowboardzistka,0,NaN,4,NaN,1.717,2,0,20
snowboardzistka,0,0,4,1.067,0.384,2,1,21
snowboardzistka,0,0,4,1.084,0.5,2,1,22
snowboardzistka,0,0,4,1.034,0.534,2,1,23
snowboardzistka,0,0,4,1.167,0.334,2,1,24
snowboardzistka,0,0,4,1.618,1.5,2,1,25
snowboardzistka,0,0,4,0.967,0.467,2,1,26
snowboardzistka,0,0,4,1.3,0.367,2,1,27
snowboardzistka,0,0,4,1.317,0.833,1,1,28
snowboardzistka,0,1,4,2.134,0.484,1,0,29
snowboardzistka,0,0,4,1.084,0.567,1,1,30
snowboardzistka,0,0,4,1.017,0.45,1,1,31
snowboardzistka,0,0,3,0.967,0.834,1,1,32
snowboardzistka,0,0,4,1.418,0.35,1,1,33
snowboardzistka,0,0,4,1.084,0.6,1,1,34
snowboardzistka,0,0,4,1.134,0.7,1,1,35
snowboardzistka,0,0,4,1.884,0.334,1,1,36
